images,steering
IMG/center_2020_03_04_18_54_42_757.jpg,0
IMG/center_2020_03_13_18_49_41_113.jpg,0
IMG/center_2020_03_13_18_21_50_969.jpg,0
IMG/center_2020_03_13_18_48_28_651.jpg,0
IMG/center_2020_03_13_18_44_30_152.jpg,0
IMG/center_2020_03_13_18_43_38_119.jpg,0
IMG/center_2020_03_13_18_41_38_540.jpg,0
IMG/center_2020_03_13_18_45_31_602.jpg,0
IMG/center_2020_03_04_18_53_05_282.jpg,0
IMG/center_2020_03_13_18_20_45_059.jpg,0
IMG/center_2020_03_13_18_24_28_494.jpg,0
IMG/center_2020_03_13_18_20_44_531.jpg,0
IMG/center_2020_03_04_18_53_48_362.jpg,-0.0006058
IMG/center_2020_03_13_18_38_25_898.jpg,0
IMG/center_2020_03_04_18_49_06_283.jpg,0
IMG/center_2020_03_13_18_22_46_316.jpg,0
IMG/center_2020_03_13_18_23_35_962.jpg,0
IMG/center_2020_03_13_18_20_22_076.jpg,0
IMG/center_2020_03_04_18_55_18_148.jpg,0
IMG/center_2020_03_13_18_24_58_191.jpg,0
IMG/center_2020_03_13_18_48_32_152.jpg,0
IMG/center_2020_03_13_18_22_02_037.jpg,0
IMG/center_2020_03_13_18_22_48_622.jpg,0
IMG/center_2020_03_13_18_26_03_341.jpg,0
IMG/center_2020_03_04_18_54_32_130.jpg,0
IMG/center_2020_03_13_18_47_49_980.jpg,0
IMG/center_2020_03_04_18_55_52_636.jpg,0
IMG/center_2020_03_13_18_19_16_807.jpg,0
IMG/center_2020_03_13_18_22_32_140.jpg,0
IMG/center_2020_03_13_18_38_44_742.jpg,0
IMG/center_2020_03_13_18_39_51_038.jpg,0
IMG/center_2020_03_13_18_23_36_881.jpg,0
IMG/center_2020_03_13_18_48_16_976.jpg,0
IMG/center_2020_03_04_18_55_23_087.jpg,-0.0006058
IMG/center_2020_03_04_18_49_09_027.jpg,0
IMG/center_2020_03_04_18_54_26_163.jpg,0
IMG/center_2020_03_13_18_20_22_893.jpg,0
IMG/center_2020_03_13_18_41_06_996.jpg,0
IMG/center_2020_03_13_18_44_06_011.jpg,0
IMG/center_2020_03_13_18_40_05_454.jpg,0
IMG/center_2020_03_04_18_50_15_521.jpg,0
IMG/center_2020_03_13_18_26_02_983.jpg,0
IMG/center_2020_03_13_18_49_42_796.jpg,0
IMG/center_2020_03_13_18_44_54_995.jpg,0
IMG/center_2020_03_13_18_23_08_028.jpg,0
IMG/center_2020_03_04_18_53_19_886.jpg,0
IMG/center_2020_03_13_18_24_08_320.jpg,0
IMG/center_2020_03_13_18_48_19_423.jpg,0
IMG/center_2020_03_04_18_50_29_592.jpg,0
IMG/center_2020_03_13_18_47_10_032.jpg,0
IMG/center_2020_03_13_18_26_10_840.jpg,0
IMG/center_2020_03_04_18_50_18_811.jpg,0
IMG/center_2020_03_13_18_24_59_718.jpg,0
IMG/center_2020_03_04_18_49_17_386.jpg,0
IMG/center_2020_03_13_18_40_05_160.jpg,0
IMG/center_2020_03_04_18_48_52_912.jpg,0
IMG/center_2020_03_13_18_39_16_917.jpg,0
IMG/center_2020_03_13_18_24_36_241.jpg,0
IMG/center_2020_03_04_18_50_16_964.jpg,0
IMG/center_2020_03_13_18_44_49_970.jpg,0
IMG/center_2020_03_13_18_45_49_716.jpg,0
IMG/center_2020_03_13_18_47_05_795.jpg,0
IMG/center_2020_03_13_18_22_45_822.jpg,0
IMG/center_2020_03_04_18_55_51_140.jpg,0
IMG/center_2020_03_04_18_50_21_585.jpg,0
IMG/center_2020_03_13_18_41_41_091.jpg,0
IMG/center_2020_03_13_18_24_50_989.jpg,0
IMG/center_2020_03_13_18_22_00_533.jpg,0
IMG/center_2020_03_13_18_17_10_445.jpg,0
IMG/center_2020_03_13_18_50_28_125.jpg,0
IMG/center_2020_03_13_18_22_00_919.jpg,0
IMG/center_2020_03_13_18_41_39_831.jpg,0
IMG/center_2020_03_13_18_23_36_671.jpg,0
IMG/center_2020_03_04_18_48_48_778.jpg,0
IMG/center_2020_03_13_18_21_48_939.jpg,0
IMG/center_2020_03_13_18_25_02_522.jpg,0
IMG/center_2020_03_13_18_38_43_328.jpg,0
IMG/center_2020_03_13_18_37_50_460.jpg,0
IMG/center_2020_03_13_18_18_58_439.jpg,0
IMG/center_2020_03_13_18_41_29_355.jpg,0
IMG/center_2020_03_04_18_51_05_463.jpg,-0.0006058
IMG/center_2020_03_13_18_23_16_139.jpg,0
IMG/center_2020_03_13_18_47_39_645.jpg,0
IMG/center_2020_03_13_18_21_23_508.jpg,0
IMG/center_2020_03_13_18_20_20_509.jpg,0
IMG/center_2020_03_13_18_48_38_203.jpg,0
IMG/center_2020_03_13_18_22_11_107.jpg,0
IMG/center_2020_03_04_18_54_52_570.jpg,0
IMG/center_2020_03_13_18_44_01_212.jpg,0
IMG/center_2020_03_13_18_24_33_264.jpg,0
IMG/center_2020_03_13_18_42_39_245.jpg,0
IMG/center_2020_03_04_18_48_49_188.jpg,0
IMG/center_2020_03_13_18_45_31_098.jpg,0
IMG/center_2020_03_13_18_41_19_793.jpg,0
IMG/center_2020_03_13_18_25_07_715.jpg,0
IMG/center_2020_03_13_18_25_21_181.jpg,0
IMG/center_2020_03_04_18_51_56_913.jpg,0
IMG/center_2020_03_13_18_46_19_763.jpg,0
IMG/center_2020_03_13_18_41_33_138.jpg,0
IMG/center_2020_03_04_18_48_53_474.jpg,0
IMG/center_2020_03_04_18_52_26_735.jpg,-0.0006058
IMG/center_2020_03_13_18_26_03_078.jpg,0
IMG/center_2020_03_13_18_47_09_379.jpg,0
IMG/center_2020_03_04_18_48_48_251.jpg,0
IMG/center_2020_03_13_18_24_49_008.jpg,0
IMG/center_2020_03_13_18_49_38_708.jpg,0
IMG/center_2020_03_13_18_48_16_512.jpg,0
IMG/center_2020_03_04_18_53_28_594.jpg,0
IMG/center_2020_03_13_18_23_08_247.jpg,0
IMG/center_2020_03_13_18_44_21_147.jpg,0
IMG/center_2020_03_13_18_25_20_797.jpg,0
IMG/center_2020_03_13_18_26_04_589.jpg,0
IMG/center_2020_03_13_18_48_17_777.jpg,0
IMG/center_2020_03_13_18_46_58_294.jpg,0
IMG/center_2020_03_13_18_41_40_940.jpg,0
IMG/center_2020_03_13_18_23_26_118.jpg,0
IMG/center_2020_03_13_18_38_44_493.jpg,0
IMG/center_2020_03_13_18_50_27_107.jpg,0
IMG/center_2020_03_13_18_26_24_362.jpg,0
IMG/center_2020_03_13_18_41_11_120.jpg,0
IMG/center_2020_03_13_18_41_13_986.jpg,0
IMG/center_2020_03_13_18_24_36_565.jpg,0
IMG/center_2020_03_13_18_19_45_116.jpg,0
IMG/center_2020_03_04_18_51_56_504.jpg,0
IMG/center_2020_03_13_18_46_20_128.jpg,0
IMG/center_2020_03_13_18_20_47_706.jpg,0
IMG/center_2020_03_04_18_49_08_877.jpg,0
IMG/center_2020_03_13_18_19_51_585.jpg,0
IMG/center_2020_03_13_18_26_55_646.jpg,0
IMG/center_2020_03_13_18_37_52_913.jpg,0
IMG/center_2020_03_13_18_42_32_909.jpg,0
IMG/center_2020_03_13_18_39_11_986.jpg,0
IMG/center_2020_03_13_18_19_23_198.jpg,0
IMG/center_2020_03_13_18_39_29_268.jpg,0
IMG/center_2020_03_13_18_22_01_289.jpg,0
IMG/center_2020_03_13_18_46_54_546.jpg,0
IMG/center_2020_03_13_18_26_16_617.jpg,0
IMG/center_2020_03_13_18_42_36_321.jpg,0
IMG/center_2020_03_13_18_47_09_153.jpg,0
IMG/center_2020_03_04_18_50_28_799.jpg,0
IMG/center_2020_03_13_18_46_16_383.jpg,0
IMG/center_2020_03_13_18_23_03_790.jpg,0
IMG/center_2020_03_13_18_23_09_113.jpg,0
IMG/center_2020_03_13_18_23_27_429.jpg,0
IMG/center_2020_03_04_18_54_53_128.jpg,0
IMG/center_2020_03_13_18_25_57_514.jpg,0
IMG/center_2020_03_13_18_26_03_791.jpg,0
IMG/center_2020_03_13_18_20_49_204.jpg,0
IMG/center_2020_03_13_18_25_01_389.jpg,0
IMG/center_2020_03_13_18_21_44_895.jpg,0
IMG/center_2020_03_13_18_25_16_817.jpg,0
IMG/center_2020_03_04_18_51_41_921.jpg,0
IMG/center_2020_03_04_18_51_56_001.jpg,0
IMG/center_2020_03_04_18_54_00_737.jpg,-0.0006058
IMG/center_2020_03_13_18_26_56_099.jpg,0
IMG/center_2020_03_13_18_41_39_755.jpg,0
IMG/center_2020_03_13_18_38_00_405.jpg,0
IMG/center_2020_03_13_18_42_55_871.jpg,0
IMG/center_2020_03_13_18_47_15_254.jpg,0
IMG/center_2020_03_04_18_51_40_639.jpg,0
IMG/center_2020_03_13_18_45_45_460.jpg,0
IMG/center_2020_03_13_18_38_30_456.jpg,0
IMG/center_2020_03_13_18_47_46_477.jpg,0
IMG/center_2020_03_13_18_48_13_701.jpg,0
IMG/center_2020_03_13_18_25_25_422.jpg,0
IMG/center_2020_03_13_18_19_46_185.jpg,0
IMG/center_2020_03_13_18_22_03_411.jpg,0
IMG/center_2020_03_04_18_52_54_570.jpg,0
IMG/center_2020_03_04_18_50_20_339.jpg,0
IMG/center_2020_03_13_18_22_02_214.jpg,0
IMG/center_2020_03_13_18_40_25_626.jpg,0
IMG/center_2020_03_13_18_42_41_327.jpg,0
IMG/center_2020_03_04_18_55_18_058.jpg,-0.0006058
IMG/center_2020_03_04_18_53_05_447.jpg,0
IMG/center_2020_03_13_18_46_49_557.jpg,0
IMG/center_2020_03_13_18_47_09_079.jpg,0
IMG/center_2020_03_04_18_51_01_652.jpg,-0.0006058
IMG/center_2020_03_13_18_50_02_422.jpg,0
IMG/center_2020_03_04_18_53_06_084.jpg,0
IMG/center_2020_03_13_18_42_56_046.jpg,0
IMG/center_2020_03_13_18_24_28_774.jpg,0
IMG/center_2020_03_13_18_19_53_583.jpg,0
IMG/center_2020_03_13_18_24_37_859.jpg,0
IMG/center_2020_03_13_18_45_24_160.jpg,0
IMG/center_2020_03_13_18_20_25_241.jpg,0
IMG/center_2020_03_13_18_20_39_235.jpg,0
IMG/center_2020_03_13_18_40_04_876.jpg,0
IMG/center_2020_03_13_18_26_52_026.jpg,0
IMG/center_2020_03_13_18_47_49_548.jpg,0
IMG/center_2020_03_13_18_44_30_412.jpg,0
IMG/center_2020_03_04_18_54_00_831.jpg,-0.0006058
IMG/center_2020_03_13_18_24_36_008.jpg,0
IMG/center_2020_03_13_18_19_15_122.jpg,0
IMG/center_2020_03_13_18_20_37_741.jpg,0
IMG/center_2020_03_13_18_41_38_241.jpg,0
IMG/center_2020_03_13_18_37_49_900.jpg,0
IMG/center_2020_03_13_18_46_09_124.jpg,0
IMG/center_2020_03_04_18_51_56_169.jpg,0
IMG/center_2020_03_13_18_46_20_220.jpg,0
IMG/center_2020_03_13_18_26_14_322.jpg,0
IMG/center_2020_03_04_18_48_23_103.jpg,-0.0006058
IMG/center_2020_03_04_18_53_06_510.jpg,0
IMG/center_2020_03_13_18_21_44_974.jpg,0
IMG/center_2020_03_13_18_50_28_213.jpg,0
IMG/center_2020_03_13_18_45_28_908.jpg,0
IMG/center_2020_03_13_18_19_01_670.jpg,0
IMG/center_2020_03_13_18_43_25_110.jpg,0
IMG/center_2020_03_13_18_38_31_098.jpg,0
IMG/center_2020_03_13_18_50_28_037.jpg,0
IMG/center_2020_03_13_18_21_48_046.jpg,0
IMG/center_2020_03_13_18_40_14_243.jpg,0
IMG/center_2020_03_13_18_21_50_616.jpg,0
IMG/center_2020_03_13_18_23_25_474.jpg,0
IMG/center_2020_03_04_18_53_08_626.jpg,0
IMG/center_2020_03_13_18_47_50_500.jpg,0
IMG/center_2020_03_04_18_53_04_389.jpg,0
IMG/center_2020_03_13_18_44_05_136.jpg,0
IMG/center_2020_03_13_18_39_56_396.jpg,0
IMG/center_2020_03_13_18_23_15_879.jpg,0
IMG/center_2020_03_04_18_54_54_076.jpg,0
IMG/center_2020_03_13_18_38_30_048.jpg,0
IMG/center_2020_03_13_18_20_47_555.jpg,0
IMG/center_2020_03_13_18_42_39_888.jpg,0
IMG/center_2020_03_13_18_23_12_266.jpg,0
IMG/center_2020_03_04_18_53_29_468.jpg,0
IMG/center_2020_03_04_18_55_19_393.jpg,0
IMG/center_2020_03_04_18_53_27_301.jpg,0
IMG/center_2020_03_13_18_24_39_158.jpg,0
IMG/center_2020_03_13_18_39_19_399.jpg,0
IMG/center_2020_03_04_18_54_23_014.jpg,0
IMG/center_2020_03_13_18_41_33_440.jpg,0
IMG/center_2020_03_13_18_42_41_174.jpg,0
IMG/center_2020_03_04_18_51_55_296.jpg,0
IMG/center_2020_03_13_18_19_52_421.jpg,0
IMG/center_2020_03_13_18_39_54_701.jpg,0
IMG/center_2020_03_13_18_39_17_815.jpg,0
IMG/center_2020_03_13_18_47_09_889.jpg,0
IMG/center_2020_03_13_18_23_08_101.jpg,0
IMG/center_2020_03_13_18_45_22_102.jpg,0
IMG/center_2020_03_13_18_25_20_893.jpg,0
IMG/center_2020_03_04_18_49_35_061.jpg,0
IMG/center_2020_03_13_18_25_31_375.jpg,0
IMG/center_2020_03_13_18_20_45_598.jpg,0
IMG/center_2020_03_13_18_26_02_302.jpg,0
IMG/center_2020_03_04_18_53_08_983.jpg,0
IMG/center_2020_03_13_18_24_57_125.jpg,0
IMG/center_2020_03_13_18_48_32_623.jpg,0
IMG/center_2020_03_04_18_49_15_621.jpg,0
IMG/center_2020_03_13_18_39_55_114.jpg,0
IMG/center_2020_03_13_18_24_04_285.jpg,0
IMG/center_2020_03_13_18_23_07_813.jpg,0
IMG/center_2020_03_13_18_43_01_656.jpg,0
IMG/center_2020_03_04_18_52_03_356.jpg,0.0046748
IMG/center_2020_03_04_18_50_37_197.jpg,0.0046748
IMG/center_2020_03_04_18_55_53_218.jpg,0.0046748
IMG/center_2020_03_04_18_53_28_751.jpg,0.0046748
IMG/center_2020_03_04_18_55_52_806.jpg,0.0046748
IMG/center_2020_03_04_18_55_52_969.jpg,0.0046748
IMG/center_2020_03_04_18_49_14_831.jpg,0.0046748
IMG/center_2020_03_04_18_55_53_301.jpg,0.0046748
IMG/center_2020_03_04_18_55_53_052.jpg,0.0046748
IMG/center_2020_03_04_18_49_12_610.jpg,0.0046748
IMG/center_2020_03_04_18_55_52_887.jpg,0.0046748
IMG/center_2020_03_04_18_55_53_135.jpg,0.0046748
IMG/center_2020_03_04_18_50_40_546.jpg,0.0046748
IMG/center_2020_03_04_18_54_54_650.jpg,0.0046748
IMG/center_2020_03_13_18_44_55_353.jpg,-0.0072745
IMG/center_2020_03_13_18_18_18_795.jpg,-0.0072745
IMG/center_2020_03_13_18_45_24_428.jpg,-0.0072745
IMG/center_2020_03_13_18_18_35_120.jpg,-0.0072745
IMG/center_2020_03_13_18_18_27_648.jpg,-0.0072745
IMG/center_2020_03_13_18_18_29_678.jpg,-0.0072745
IMG/center_2020_03_13_18_48_39_552.jpg,0.0072368
IMG/center_2020_03_13_18_18_30_142.jpg,-0.0072745
IMG/center_2020_03_13_18_50_39_409.jpg,-0.0072745
IMG/center_2020_03_13_18_42_09_846.jpg,-0.0072745
IMG/center_2020_03_13_18_38_05_083.jpg,-0.0072745
IMG/center_2020_03_13_18_44_57_583.jpg,-0.0072745
IMG/center_2020_03_13_18_45_21_112.jpg,-0.0072745
IMG/center_2020_03_13_18_48_10_625.jpg,-0.0072745
IMG/center_2020_03_13_18_49_12_320.jpg,-0.0072745
IMG/center_2020_03_13_18_49_32_852.jpg,-0.0072745
IMG/center_2020_03_13_18_46_14_169.jpg,-0.0072745
IMG/center_2020_03_13_18_39_46_418.jpg,-0.0072745
IMG/center_2020_03_13_18_48_21_080.jpg,-0.0072745
IMG/center_2020_03_13_18_44_51_365.jpg,-0.0072745
IMG/center_2020_03_13_18_50_39_916.jpg,-0.0072745
IMG/center_2020_03_13_18_40_37_666.jpg,-0.0072745
IMG/center_2020_03_13_18_44_55_533.jpg,-0.0072745
IMG/center_2020_03_13_18_43_37_335.jpg,-0.0072745
IMG/center_2020_03_13_18_41_21_033.jpg,-0.0072745
IMG/center_2020_03_13_18_44_21_814.jpg,0.0072368
IMG/center_2020_03_13_18_39_46_006.jpg,-0.0072745
IMG/center_2020_03_13_18_26_52_758.jpg,-0.0072745
IMG/center_2020_03_13_18_39_09_903.jpg,-0.0072745
IMG/center_2020_03_13_18_42_01_932.jpg,-0.0072745
IMG/center_2020_03_13_18_20_49_589.jpg,-0.0072745
IMG/center_2020_03_13_18_46_14_353.jpg,-0.0072745
IMG/center_2020_03_13_18_42_42_218.jpg,-0.0072745
IMG/center_2020_03_13_18_46_44_997.jpg,-0.0072745
IMG/center_2020_03_13_18_47_33_180.jpg,-0.0072745
IMG/center_2020_03_13_18_49_11_963.jpg,-0.0072745
IMG/center_2020_03_13_18_41_49_499.jpg,-0.0072745
IMG/center_2020_03_13_18_39_12_905.jpg,-0.0072745
IMG/center_2020_03_13_18_45_24_328.jpg,-0.0072745
IMG/center_2020_03_13_18_46_43_019.jpg,-0.0072745
IMG/center_2020_03_13_18_50_39_324.jpg,-0.0072745
IMG/center_2020_03_13_18_21_22_507.jpg,-0.0072745
IMG/center_2020_03_13_18_25_20_029.jpg,-0.0072745
IMG/center_2020_03_13_18_47_46_765.jpg,-0.0072745
IMG/center_2020_03_13_18_44_46_180.jpg,-0.0072745
IMG/center_2020_03_13_18_18_53_333.jpg,-0.0072745
IMG/center_2020_03_13_18_48_34_447.jpg,0.0072368
IMG/center_2020_03_13_18_46_20_689.jpg,-0.0072745
IMG/center_2020_03_13_18_46_13_984.jpg,-0.0072745
IMG/center_2020_03_13_18_42_36_879.jpg,-0.0072745
IMG/center_2020_03_13_18_47_32_982.jpg,-0.0072745
IMG/center_2020_03_13_18_40_09_651.jpg,0.0072368
IMG/center_2020_03_13_18_43_25_407.jpg,-0.0072745
IMG/center_2020_03_13_18_19_11_804.jpg,-0.0072745
IMG/center_2020_03_13_18_38_55_559.jpg,-0.0072745
IMG/center_2020_03_13_18_18_30_050.jpg,-0.0072745
IMG/center_2020_03_13_18_42_56_543.jpg,0.0072368
IMG/center_2020_03_13_18_42_10_122.jpg,-0.0072745
IMG/center_2020_03_13_18_22_40_573.jpg,-0.0072745
IMG/center_2020_03_13_18_44_51_459.jpg,-0.0072745
IMG/center_2020_03_13_18_49_16_113.jpg,-0.0072745
IMG/center_2020_03_13_18_50_37_269.jpg,-0.0072745
IMG/center_2020_03_13_18_50_32_231.jpg,-0.0072745
IMG/center_2020_03_13_18_48_31_198.jpg,-0.0072745
IMG/center_2020_03_13_18_49_37_070.jpg,-0.0072745
IMG/center_2020_03_13_18_26_47_859.jpg,-0.0072745
IMG/center_2020_03_13_18_47_51_246.jpg,-0.0072745
IMG/center_2020_03_13_18_25_16_523.jpg,-0.0072745
IMG/center_2020_03_13_18_23_58_130.jpg,-0.0072745
IMG/center_2020_03_13_18_46_20_593.jpg,-0.0072745
IMG/center_2020_03_13_18_26_44_131.jpg,-0.0072745
IMG/center_2020_03_13_18_43_37_160.jpg,-0.0072745
IMG/center_2020_03_13_18_26_47_773.jpg,-0.0072745
IMG/center_2020_03_13_18_46_26_544.jpg,-0.0072745
IMG/center_2020_03_13_18_50_36_553.jpg,-0.0072745
IMG/center_2020_03_13_18_19_33_599.jpg,-0.0072745
IMG/center_2020_03_13_18_46_52_127.jpg,-0.0072745
IMG/center_2020_03_13_18_40_51_254.jpg,-0.0072745
IMG/center_2020_03_13_18_23_58_043.jpg,-0.0072745
IMG/center_2020_03_13_18_22_13_933.jpg,-0.0072745
IMG/center_2020_03_13_18_38_32_993.jpg,-0.0072745
IMG/center_2020_03_13_18_41_58_801.jpg,-0.0072745
IMG/center_2020_03_13_18_48_59_781.jpg,-0.0072745
IMG/center_2020_03_13_18_47_42_634.jpg,-0.0072745
IMG/center_2020_03_13_18_44_48_925.jpg,-0.0072745
IMG/center_2020_03_13_18_48_43_413.jpg,-0.0072745
IMG/center_2020_03_13_18_49_02_796.jpg,-0.0072745
IMG/center_2020_03_13_18_41_43_831.jpg,-0.0072745
IMG/center_2020_03_13_18_24_49_485.jpg,-0.0072745
IMG/center_2020_03_13_18_47_45_188.jpg,-0.0072745
IMG/center_2020_03_13_18_46_13_224.jpg,-0.0072745
IMG/center_2020_03_13_18_39_15_087.jpg,-0.0072745
IMG/center_2020_03_13_18_42_46_815.jpg,-0.0072745
IMG/center_2020_03_13_18_38_51_718.jpg,0.0072368
IMG/center_2020_03_13_18_18_30_421.jpg,-0.0072745
IMG/center_2020_03_13_18_47_36_441.jpg,-0.0072745
IMG/center_2020_03_13_18_39_46_209.jpg,-0.0072745
IMG/center_2020_03_13_18_46_20_784.jpg,-0.0072745
IMG/center_2020_03_13_18_42_47_000.jpg,-0.0072745
IMG/center_2020_03_13_18_22_48_875.jpg,-0.0072745
IMG/center_2020_03_13_18_44_46_374.jpg,-0.0072745
IMG/center_2020_03_13_18_44_46_474.jpg,-0.0072745
IMG/center_2020_03_13_18_21_18_834.jpg,-0.0072745
IMG/center_2020_03_13_18_48_59_196.jpg,-0.0072745
IMG/center_2020_03_13_18_20_16_863.jpg,-0.0072745
IMG/center_2020_03_13_18_23_57_284.jpg,-0.0072745
IMG/center_2020_03_13_18_26_48_130.jpg,-0.0072745
IMG/center_2020_03_13_18_48_06_767.jpg,-0.0072745
IMG/center_2020_03_13_18_42_33_079.jpg,-0.0072745
IMG/center_2020_03_13_18_48_10_694.jpg,-0.0072745
IMG/center_2020_03_13_18_19_12_099.jpg,-0.0072745
IMG/center_2020_03_13_18_47_43_439.jpg,-0.0072745
IMG/center_2020_03_13_18_26_37_509.jpg,-0.0072745
IMG/center_2020_03_13_18_42_17_307.jpg,-0.0072745
IMG/center_2020_03_13_18_45_05_341.jpg,-0.0072745
IMG/center_2020_03_13_18_49_12_683.jpg,-0.0072745
IMG/center_2020_03_13_18_43_29_364.jpg,-0.0072745
IMG/center_2020_03_13_18_23_03_366.jpg,-0.0072745
IMG/center_2020_03_13_18_23_47_006.jpg,-0.0072745
IMG/center_2020_03_13_18_47_01_996.jpg,-0.0072745
IMG/center_2020_03_13_18_20_01_813.jpg,-0.0072745
IMG/center_2020_03_13_18_48_39_628.jpg,0.0072368
IMG/center_2020_03_13_18_49_15_362.jpg,-0.0072745
IMG/center_2020_03_13_18_18_35_039.jpg,-0.0072745
IMG/center_2020_03_13_18_50_32_904.jpg,-0.0072745
IMG/center_2020_03_13_18_42_17_548.jpg,-0.0072745
IMG/center_2020_03_13_18_44_19_662.jpg,-0.0072745
IMG/center_2020_03_13_18_23_57_380.jpg,-0.0072745
IMG/center_2020_03_13_18_39_33_744.jpg,-0.0072745
IMG/center_2020_03_13_18_47_43_902.jpg,-0.0072745
IMG/center_2020_03_13_18_23_57_572.jpg,-0.0072745
IMG/center_2020_03_13_18_50_36_827.jpg,-0.0072745
IMG/center_2020_03_13_18_50_32_321.jpg,-0.0072745
IMG/center_2020_03_13_18_21_42_868.jpg,-0.0072745
IMG/center_2020_03_13_18_40_37_758.jpg,-0.0072745
IMG/center_2020_03_13_18_50_55_106.jpg,-0.0072745
IMG/center_2020_03_13_18_46_14_444.jpg,-0.0072745
IMG/center_2020_03_13_18_25_10_718.jpg,-0.0072745
IMG/center_2020_03_13_18_49_12_228.jpg,-0.0072745
IMG/center_2020_03_13_18_46_26_715.jpg,-0.0072745
IMG/center_2020_03_13_18_50_16_065.jpg,-0.0072745
IMG/center_2020_03_13_18_47_43_530.jpg,-0.0072745
IMG/center_2020_03_13_18_44_45_893.jpg,-0.0072745
IMG/center_2020_03_13_18_18_52_834.jpg,-0.0072745
IMG/center_2020_03_13_18_38_04_576.jpg,-0.0072745
IMG/center_2020_03_13_18_48_06_985.jpg,-0.0072745
IMG/center_2020_03_13_18_24_05_773.jpg,-0.0072745
IMG/center_2020_03_13_18_50_36_277.jpg,-0.0072745
IMG/center_2020_03_13_18_25_29_793.jpg,-0.0072745
IMG/center_2020_03_13_18_42_47_087.jpg,-0.0072745
IMG/center_2020_03_13_18_26_44_896.jpg,-0.0072745
IMG/center_2020_03_13_18_49_32_635.jpg,-0.0072745
IMG/center_2020_03_13_18_48_12_855.jpg,-0.0072745
IMG/center_2020_03_13_18_24_30_620.jpg,-0.0072745
IMG/center_2020_03_13_18_42_01_833.jpg,-0.0072745
IMG/center_2020_03_13_18_46_26_286.jpg,-0.0072745
IMG/center_2020_03_13_18_42_09_397.jpg,-0.0072745
IMG/center_2020_03_13_18_48_56_696.jpg,-0.0072745
IMG/center_2020_03_13_18_46_44_851.jpg,-0.0072745
IMG/center_2020_03_13_18_46_23_704.jpg,-0.0072745
IMG/center_2020_03_13_18_49_32_996.jpg,-0.0072745
IMG/center_2020_03_13_18_39_45_938.jpg,-0.0072745
IMG/center_2020_03_13_18_21_13_219.jpg,-0.0072745
IMG/center_2020_03_13_18_24_09_620.jpg,-0.0072745
IMG/center_2020_03_13_18_23_47_308.jpg,-0.0072745
IMG/center_2020_03_13_18_22_39_079.jpg,-0.0072745
IMG/center_2020_03_13_18_48_11_176.jpg,-0.0072745
IMG/center_2020_03_13_18_19_58_503.jpg,-0.0072745
IMG/center_2020_03_13_18_48_10_347.jpg,-0.0072745
